"Gender","Nationality","PlaceofBirth","StageID","GradeID","SectionID","Topic","Semester","Relation","ParentAnswerSurvey","ParentSchoolSatisfy","StudentAbsentDays","Class","RaisedHands","VisitedResources","ViewAnnouncements","Discussion"
"200","male","Morocco","Morocco","MiddleSchool","G-08","B","Arabic","Semester-2","Father","No","Bad","Above-7","LowLevel",27,15,42,53
"201","male","Tunis","Kuwait","MiddleSchool","G-07","B","Science","Semester-2","Father","No","Bad","Above-7","LowLevel",22,51,48,10
"202","male","Kuwait","Kuwait","PrimarySchool","G-04","A","History","Semester-2","Father","Yes","Bad","Above-7","MiddleLevel",61,97,82,64
"203","female","USA","USA","MiddleSchool","G-07","A","Math","Semester-1","Father","No","Good","Under-7","MiddleLevel",27,22,22,40
"204","female","Kuwait","Kuwait","MiddleSchool","G-08","A","Arabic","Semester-2","Father","Yes","Good","Under-7","MiddleLevel",80,71,52,51
"205","female","Jordan","Jordan","PrimarySchool","G-04","B","Science","Semester-1","Father","Yes","Bad","Under-7","MiddleLevel",15,50,24,43
"206","male","USA","USA","PrimarySchool","G-02","B","IT","Semester-1","Father","Yes","Good","Under-7","HighLevel",55,89,40,40
"207","male","Kuwait","Kuwait","PrimarySchool","G-02","B","IT","Semester-1","Father","Yes","Bad","Under-7","MiddleLevel",50,90,40,90
"208","male","Jordan","Jordan","PrimarySchool","G-02","B","Arabic","Semester-1","Father","No","Bad","Above-7","LowLevel",10,10,40,51
"209","female","Kuwait","Kuwait","PrimarySchool","G-04","A","History","Semester-2","Father","No","Good","Under-7","MiddleLevel",70,99,66,65
"210","male","Palestine","Jordan","MiddleSchool","G-07","B","Biology","Semester-1","Father","Yes","Good","Under-7","MiddleLevel",78,80,66,51
"211","male","Jordan","Jordan","PrimarySchool","G-02","A","Arabic","Semester-1","Father","Yes","Good","Above-7","MiddleLevel",10,18,71,38
"212","male","Kuwait","Kuwait","MiddleSchool","G-07","B","IT","Semester-1","Father","Yes","Bad","Under-7","MiddleLevel",19,19,25,40
"213","male","Kuwait","Kuwait","MiddleSchool","G-07","B","Science","Semester-2","Father","No","Bad","Above-7","LowLevel",12,8,18,26
"214","male","Tunis","Tunis","MiddleSchool","G-07","A","Quran","Semester-2","Father","Yes","Good","Under-7","MiddleLevel",10,75,55,11
"215","male","Jordan","Jordan","PrimarySchool","G-02","A","French","Semester-2","Father","No","Bad","Above-7","LowLevel",30,10,20,5
"216","male","Jordan","Jordan","PrimarySchool","G-02","A","Arabic","Semester-2","Father","Yes","Good","Above-7","MiddleLevel",10,58,51,48
"217","male","Kuwait","Kuwait","MiddleSchool","G-07","B","IT","Semester-1","Father","Yes","Bad","Under-7","MiddleLevel",19,19,25,40
"218","female","Iraq","Iraq","PrimarySchool","G-02","B","French","Semester-2","Father","No","Good","Under-7","MiddleLevel",17,80,13,10
"219","male","Jordan","Jordan","PrimarySchool","G-02","B","French","Semester-2","Father","Yes","Good","Under-7","MiddleLevel",25,87,21,27
"220","female","Jordan","Jordan","MiddleSchool","G-08","A","History","Semester-1","Father","Yes","Good","Under-7","MiddleLevel",45,87,57,80
"221","male","Jordan","SaudiArabia","MiddleSchool","G-08","A","Geology","Semester-2","Father","No","Bad","Under-7","HighLevel",80,89,23,68
"222","male","Tunis","Tunis","HighSchool","G-11","B","Science","Semester-2","Father","No","Good","Under-7","MiddleLevel",70,50,33,40
"223","male","Kuwait","Kuwait","MiddleSchool","G-07","A","Math","Semester-1","Father","Yes","Good","Above-7","LowLevel",5,2,6,5
"224","male","Kuwait","Kuwait","MiddleSchool","G-08","B","Arabic","Semester-2","Father","Yes","Good","Under-7","MiddleLevel",67,31,42,14
"225","female","Jordan","Jordan","PrimarySchool","G-02","B","French","Semester-2","Father","Yes","Bad","Above-7","MiddleLevel",50,62,73,43
"226","male","Jordan","Jordan","PrimarySchool","G-02","A","Arabic","Semester-2","Father","Yes","Good","Above-7","MiddleLevel",10,58,51,48
"227","male","Kuwait","Kuwait","PrimarySchool","G-02","A","IT","Semester-2","Father","Yes","Good","Above-7","LowLevel",12,60,0,70
"228","male","Jordan","Jordan","PrimarySchool","G-04","A","Science","Semester-2","Father","No","Good","Above-7","MiddleLevel",32,14,32,29
"229","male","Kuwait","Kuwait","PrimarySchool","G-02","B","IT","Semester-1","Father","No","Bad","Above-7","LowLevel",2,5,3,50
"230","male","Kuwait","Kuwait","MiddleSchool","G-07","B","IT","Semester-1","Father","No","Bad","Under-7","LowLevel",12,0,6,13
"231","female","Kuwait","Kuwait","HighSchool","G-12","A","English","Semester-1","Father","No","Bad","Under-7","MiddleLevel",55,90,16,40
"232","female","Egypt","Egypt","MiddleSchool","G-07","A","IT","Semester-1","Father","Yes","Good","Under-7","MiddleLevel",45,54,26,90
"233","female","Kuwait","Kuwait","HighSchool","G-12","A","English","Semester-1","Father","No","Bad","Above-7","LowLevel",20,14,12,70
"234","male","Jordan","Jordan","MiddleSchool","G-07","B","Biology","Semester-1","Father","No","Bad","Under-7","MiddleLevel",50,79,10,31
"235","male","Palestine","Palestine","MiddleSchool","G-08","A","Geology","Semester-1","Father","Yes","Good","Under-7","MiddleLevel",80,87,74,68
"236","male","Kuwait","Kuwait","MiddleSchool","G-07","B","Science","Semester-2","Father","No","Bad","Above-7","LowLevel",12,8,18,26
"237","male","Kuwait","Kuwait","MiddleSchool","G-07","A","Quran","Semester-2","Father","No","Bad","Above-7","LowLevel",10,10,15,19
"238","female","Kuwait","Kuwait","MiddleSchool","G-06","A","IT","Semester-1","Father","Yes","Good","Under-7","MiddleLevel",30,40,22,66
"239","female","Jordan","Jordan","MiddleSchool","G-08","A","Geology","Semester-1","Father","Yes","Good","Above-7","MiddleLevel",25,82,52,20
"240","female","Jordan","Jordan","PrimarySchool","G-04","A","Science","Semester-2","Father","No","Bad","Above-7","LowLevel",42,24,12,24
"241","male","Jordan","Jordan","MiddleSchool","G-08","B","Arabic","Semester-2","Father","No","Bad","Above-7","LowLevel",29,10,12,24
"242","female","Jordan","Jordan","MiddleSchool","G-08","A","History","Semester-1","Father","Yes","Good","Under-7","MiddleLevel",45,87,57,80
"243","female","Kuwait","Kuwait","MiddleSchool","G-06","A","IT","Semester-1","Father","Yes","Good","Under-7","MiddleLevel",30,40,22,66
"244","male","Iraq","Iraq","MiddleSchool","G-07","B","Biology","Semester-2","Father","Yes","Good","Under-7","HighLevel",89,92,89,83
"245","female","Kuwait","Kuwait","MiddleSchool","G-06","A","Science","Semester-2","Father","Yes","Good","Under-7","HighLevel",80,94,62,77
"246","female","Jordan","Jordan","MiddleSchool","G-08","A","Chemistry","Semester-1","Father","No","Bad","Above-7","LowLevel",15,9,14,80
"247","female","Jordan","Jordan","MiddleSchool","G-08","A","History","Semester-2","Father","No","Bad","Above-7","LowLevel",35,14,23,62
"248","male","Jordan","Jordan","MiddleSchool","G-07","B","Biology","Semester-1","Father","No","Bad","Under-7","MiddleLevel",50,79,10,31
"249","male","Tunis","SaudiArabia","MiddleSchool","G-07","A","Quran","Semester-2","Father","Yes","Bad","Under-7","MiddleLevel",70,75,55,11
"250","male","Kuwait","Kuwait","MiddleSchool","G-07","A","English","Semester-1","Father","No","Bad","Above-7","LowLevel",10,12,17,30
"251","male","Kuwait","Kuwait","PrimarySchool","G-04","A","Math","Semester-2","Father","Yes","Good","Under-7","HighLevel",15,6,32,40
"252","female","Jordan","Jordan","MiddleSchool","G-08","A","History","Semester-1","Father","Yes","Good","Under-7","MiddleLevel",45,87,57,80
"253","female","Jordan","Jordan","PrimarySchool","G-02","B","French","Semester-2","Mother","No","Good","Under-7","HighLevel",24,97,15,14
"254","male","Lybia","Lybia","PrimarySchool","G-02","B","French","Semester-2","Mother","No","Good","Above-7","LowLevel",15,4,12,7
"255","female","Palestine","Jordan","PrimarySchool","G-02","A","Arabic","Semester-2","Mother","No","Good","Under-7","HighLevel",75,81,51,34
"256","female","Jordan","Jordan","PrimarySchool","G-02","B","French","Semester-2","Mother","No","Good","Under-7","HighLevel",23,82,20,30
"257","male","Jordan","Jordan","MiddleSchool","G-08","A","Chemistry","Semester-2","Mother","Yes","Good","Above-7","LowLevel",72,76,66,40
"258","female","Kuwait","Kuwait","PrimarySchool","G-02","B","IT","Semester-1","Mother","Yes","Good","Under-7","HighLevel",70,92,50,7
"259","male","Kuwait","Kuwait","MiddleSchool","G-07","B","IT","Semester-1","Mother","Yes","Good","Under-7","HighLevel",70,50,40,99
"260","female","Jordan","Jordan","PrimarySchool","G-04","A","Science","Semester-1","Mother","No","Good","Under-7","HighLevel",98,87,86,84
"261","female","Palestine","Jordan","PrimarySchool","G-02","A","Arabic","Semester-2","Mother","No","Good","Under-7","HighLevel",75,81,51,34
"262","female","Jordan","Jordan","MiddleSchool","G-08","A","Geology","Semester-1","Mother","Yes","Good","Under-7","HighLevel",90,79,76,79
"263","female","Jordan","Jordan","MiddleSchool","G-06","A","English","Semester-2","Mother","No","Bad","Under-7","HighLevel",79,84,82,37
"264","male","Jordan","Jordan","PrimarySchool","G-02","B","Arabic","Semester-2","Mother","Yes","Good","Under-7","MiddleLevel",20,77,31,88
"265","male","Kuwait","Kuwait","MiddleSchool","G-08","A","Spanish","Semester-2","Mother","Yes","Good","Under-7","HighLevel",72,83,12,90
"266","female","Jordan","Jordan","MiddleSchool","G-08","A","Chemistry","Semester-1","Mother","Yes","Good","Under-7","HighLevel",85,99,42,90
"267","male","Kuwait","Kuwait","MiddleSchool","G-08","C","Spanish","Semester-2","Mother","Yes","Good","Under-7","MiddleLevel",57,51,46,34
"268","female","Palestine","Jordan","PrimarySchool","G-02","A","Arabic","Semester-2","Mother","No","Good","Under-7","HighLevel",75,81,51,34
"269","female","Jordan","Jordan","PrimarySchool","G-02","B","French","Semester-2","Mother","No","Good","Under-7","HighLevel",23,82,20,30
"270","male","Lybia","Lybia","PrimarySchool","G-02","B","French","Semester-1","Mother","No","Good","Above-7","LowLevel",20,3,9,3
"271","male","Jordan","Jordan","PrimarySchool","G-04","B","Science","Semester-1","Mother","Yes","Good","Under-7","HighLevel",65,59,74,83
"272","male","Kuwait","Kuwait","PrimarySchool","G-02","B","French","Semester-2","Mother","Yes","Good","Under-7","HighLevel",60,52,23,33
"273","female","Kuwait","Kuwait","MiddleSchool","G-07","B","Science","Semester-2","Mother","Yes","Good","Above-7","MiddleLevel",72,80,58,66
"274","male","Kuwait","Kuwait","MiddleSchool","G-08","A","Arabic","Semester-2","Mother","Yes","Good","Under-7","MiddleLevel",85,15,22,53
"275","male","Jordan","Jordan","MiddleSchool","G-08","A","Geology","Semester-1","Mother","Yes","Good","Under-7","MiddleLevel",80,81,71,30
"276","male","Lybia","Lybia","PrimarySchool","G-02","B","French","Semester-2","Mother","No","Good","Above-7","LowLevel",15,4,12,7
"277","male","Egypt","Egypt","PrimarySchool","G-02","B","French","Semester-2","Mother","No","Good","Above-7","LowLevel",7,9,11,10
"278","female","Palestine","Palestine","PrimarySchool","G-04","A","Science","Semester-2","Mother","Yes","Good","Under-7","HighLevel",62,64,72,84
"279","male","Palestine","Jordan","MiddleSchool","G-06","A","English","Semester-1","Mother","Yes","Good","Under-7","MiddleLevel",71,70,65,69
"280","female","Jordan","Lebanon","PrimarySchool","G-04","B","Science","Semester-2","Mother","Yes","Good","Under-7","HighLevel",72,84,89,89
"281","male","Jordan","Jordan","MiddleSchool","G-08","A","Chemistry","Semester-1","Mother","Yes","Good","Above-7","MiddleLevel",85,87,72,10
"282","female","SaudiArabia","SaudiArabia","MiddleSchool","G-08","B","Arabic","Semester-2","Mother","Yes","Bad","Above-7","HighLevel",72,51,42,24
"283","male","Kuwait","Kuwait","MiddleSchool","G-08","A","Arabic","Semester-2","Mother","Yes","Good","Under-7","MiddleLevel",85,15,22,53
"284","female","Jordan","Jordan","MiddleSchool","G-06","A","English","Semester-2","Mother","No","Good","Under-7","MiddleLevel",92,81,32,36
"285","female","Kuwait","Kuwait","PrimarySchool","G-04","A","History","Semester-2","Mother","Yes","Good","Above-7","MiddleLevel",21,27,52,34
"286","female","Jordan","Jordan","PrimarySchool","G-02","B","French","Semester-2","Mother","Yes","Good","Under-7","MiddleLevel",25,89,21,13
"287","female","Jordan","Jordan","PrimarySchool","G-02","B","French","Semester-2","Mother","Yes","Good","Under-7","MiddleLevel",25,89,21,13
"288","female","Lybia","Lybia","MiddleSchool","G-07","B","Biology","Semester-1","Mother","No","Good","Above-7","LowLevel",10,9,2,1
"289","female","Lebanon","Lebanon","PrimarySchool","G-02","B","French","Semester-2","Mother","Yes","Good","Under-7","HighLevel",75,90,51,17
"290","male","Syria","Syria","PrimarySchool","G-02","B","French","Semester-2","Mother","Yes","Good","Above-7","LowLevel",20,52,23,33
"291","female","Jordan","Jordan","MiddleSchool","G-08","A","Chemistry","Semester-1","Mother","Yes","Good","Under-7","HighLevel",85,99,42,90
"292","male","Lybia","Lybia","PrimarySchool","G-02","A","French","Semester-2","Mother","No","Good","Above-7","LowLevel",15,7,12,7
"293","female","Jordan","Jordan","PrimarySchool","G-02","B","French","Semester-2","Mother","No","Bad","Under-7","HighLevel",70,82,3,73
"294","female","Jordan","Jordan","PrimarySchool","G-02","A","French","Semester-2","Mother","No","Good","Under-7","MiddleLevel",25,80,29,23
"295","female","Iraq","Iraq","MiddleSchool","G-07","A","Biology","Semester-1","Mother","Yes","Good","Under-7","HighLevel",86,98,50,20
"296","male","Palestine","Jordan","MiddleSchool","G-06","A","English","Semester-1","Mother","No","Good","Under-7","MiddleLevel",82,31,52,25
"297","female","SaudiArabia","SaudiArabia","MiddleSchool","G-08","B","Arabic","Semester-2","Mother","Yes","Bad","Above-7","HighLevel",72,51,42,24
"298","female","Kuwait","Kuwait","HighSchool","G-12","A","English","Semester-1","Mother","Yes","Good","Under-7","HighLevel",70,4,39,90
"299","female","Kuwait","Kuwait","HighSchool","G-11","A","Science","Semester-1","Mother","Yes","Good","Under-7","HighLevel",49,70,19,75
"300","female","Jordan","Jordan","MiddleSchool","G-08","A","Geology","Semester-1","Mother","Yes","Good","Under-7","HighLevel",80,82,64,58
"301","female","Jordan","USA","PrimarySchool","G-02","B","French","Semester-2","Mother","No","Bad","Above-7","MiddleLevel",60,82,93,43
"302","male","Kuwait","Kuwait","MiddleSchool","G-08","A","Arabic","Semester-2","Mother","Yes","Good","Under-7","MiddleLevel",85,15,22,53
"303","female","Lebanon","Lebanon","PrimarySchool","G-02","B","French","Semester-1","Mother","Yes","Good","Under-7","HighLevel",72,98,52,15
"304","male","Morocco","Morocco","MiddleSchool","G-08","A","Arabic","Semester-2","Mother","No","Bad","Under-7","MiddleLevel",81,75,62,53
"305","male","Jordan","Palestine","MiddleSchool","G-07","A","Biology","Semester-2","Mother","Yes","Good","Under-7","HighLevel",70,98,54,72
"306","male","Kuwait","Kuwait","PrimarySchool","G-02","B","French","Semester-2","Mother","No","Bad","Under-7","MiddleLevel",30,12,29,23
"307","female","Syria","Syria","MiddleSchool","G-07","A","Biology","Semester-1","Mother","Yes","Good","Under-7","HighLevel",96,95,70,70
"308","male","Morocco","Morocco","MiddleSchool","G-08","A","Arabic","Semester-2","Mother","No","Bad","Under-7","MiddleLevel",81,75,62,53
"309","female","Jordan","Jordan","MiddleSchool","G-08","A","Geology","Semester-1","Mother","Yes","Good","Under-7","HighLevel",80,82,64,58
"310","female","USA","USA","PrimarySchool","G-02","B","French","Semester-2","Mother","Yes","Bad","Under-7","MiddleLevel",15,52,83,11
"311","female","Kuwait","Kuwait","MiddleSchool","G-07","B","Science","Semester-2","Mother","Yes","Good","Above-7","MiddleLevel",72,80,58,66
"312","male","Jordan","Jordan","MiddleSchool","G-08","A","Geology","Semester-2","Mother","Yes","Good","Under-7","MiddleLevel",70,83,70,23
"313","female","USA","USA","PrimarySchool","G-02","B","French","Semester-2","Mother","Yes","Bad","Under-7","MiddleLevel",15,52,83,11
"314","male","Iran","Iran","MiddleSchool","G-08","A","Spanish","Semester-2","Mother","No","Bad","Above-7","MiddleLevel",51,42,12,29
"315","male","Morocco","Morocco","MiddleSchool","G-08","A","Arabic","Semester-2","Mother","No","Bad","Under-7","MiddleLevel",81,75,62,53
"316","female","Syria","Syria","MiddleSchool","G-07","A","Biology","Semester-1","Mother","Yes","Good","Under-7","HighLevel",96,95,70,70
"317","female","USA","USA","PrimarySchool","G-02","B","French","Semester-2","Mother","Yes","Bad","Under-7","MiddleLevel",15,52,83,11
"318","male","Morocco","Morocco","MiddleSchool","G-08","A","Arabic","Semester-2","Mother","No","Bad","Under-7","MiddleLevel",81,75,62,53
"319","male","Kuwait","Kuwait","PrimarySchool","G-02","B","French","Semester-2","Mother","Yes","Good","Under-7","HighLevel",60,52,23,33
"320","male","Kuwait","Kuwait","MiddleSchool","G-08","A","Arabic","Semester-2","Mother","Yes","Bad","Under-7","HighLevel",85,75,62,53
"321","female","Syria","Syria","MiddleSchool","G-07","A","Biology","Semester-2","Mother","Yes","Good","Under-7","HighLevel",80,91,87,72
"322","male","Palestine","Jordan","MiddleSchool","G-06","A","English","Semester-1","Mother","Yes","Good","Under-7","MiddleLevel",71,70,65,69
"323","male","Kuwait","Kuwait","PrimarySchool","G-02","B","French","Semester-2","Mother","No","Bad","Under-7","MiddleLevel",51,82,53,43
"324","male","Jordan","Jordan","MiddleSchool","G-07","A","Quran","Semester-1","Mother","Yes","Good","Under-7","MiddleLevel",50,90,29,60
"325","female","Jordan","Jordan","MiddleSchool","G-06","A","English","Semester-1","Mother","No","Good","Under-7","HighLevel",90,84,52,30
"326","female","Jordan","Jordan","PrimarySchool","G-02","A","French","Semester-2","Mother","Yes","Good","Above-7","MiddleLevel",50,80,20,15
"327","male","Jordan","Jordan","PrimarySchool","G-02","B","French","Semester-1","Mother","Yes","Good","Under-7","HighLevel",30,98,42,21
"328","male","Lebanon","Lebanon","PrimarySchool","G-02","B","French","Semester-2","Mother","No","Bad","Under-7","MiddleLevel",40,51,20,33
"329","female","Jordan","Jordan","PrimarySchool","G-04","B","Science","Semester-2","Mother","No","Bad","Under-7","MiddleLevel",12,44,25,39
"330","female","Jordan","Jordan","MiddleSchool","G-07","B","Biology","Semester-1","Mother","No","Good","Under-7","HighLevel",70,89,12,21
"331","female","Lebanon","Lebanon","PrimarySchool","G-02","B","French","Semester-2","Mother","Yes","Bad","Under-7","HighLevel",80,42,33,13
"332","male","Jordan","Jordan","PrimarySchool","G-02","B","French","Semester-1","Mother","Yes","Good","Under-7","HighLevel",30,98,42,21
"333","female","Jordan","Jordan","PrimarySchool","G-02","A","French","Semester-2","Mother","Yes","Good","Under-7","HighLevel",50,95,23,10
"334","female","Jordan","Jordan","PrimarySchool","G-04","B","Science","Semester-2","Mother","No","Bad","Under-7","MiddleLevel",12,44,25,39
"335","male","Jordan","Jordan","MiddleSchool","G-08","A","Chemistry","Semester-1","Mother","Yes","Good","Above-7","LowLevel",75,72,64,39
"336","male","Jordan","Jordan","PrimarySchool","G-02","B","Arabic","Semester-1","Mother","Yes","Bad","Above-7","MiddleLevel",20,90,50,61
"337","male","Morocco","Morocco","MiddleSchool","G-08","A","Arabic","Semester-2","Mother","No","Bad","Under-7","MiddleLevel",81,75,62,53
"338","female","Jordan","Jordan","PrimarySchool","G-02","B","French","Semester-2","Mother","No","Bad","Under-7","HighLevel",70,82,3,73
"339","female","Jordan","Jordan","PrimarySchool","G-02","A","French","Semester-2","Mother","Yes","Good","Above-7","MiddleLevel",50,80,20,15
"340","male","Jordan","Jordan","MiddleSchool","G-08","A","Chemistry","Semester-1","Mother","Yes","Good","Above-7","MiddleLevel",80,80,62,11
"341","male","Kuwait","Kuwait","MiddleSchool","G-08","A","Arabic","Semester-2","Mother","Yes","Bad","Under-7","HighLevel",85,75,62,53
"342","male","Lybia","Lybia","PrimarySchool","G-02","A","French","Semester-2","Mother","No","Good","Above-7","LowLevel",15,7,12,7
"343","female","Palestine","Jordan","PrimarySchool","G-02","A","French","Semester-1","Mother","No","Good","Under-7","MiddleLevel",70,90,20,21
"344","female","Lybia","Lybia","MiddleSchool","G-07","B","Biology","Semester-2","Mother","No","Good","Above-7","LowLevel",9,7,9,3
"345","female","USA","USA","HighSchool","G-12","A","English","Semester-1","Mother","Yes","Good","Under-7","HighLevel",65,75,23,80
"346","female","Jordan","Jordan","MiddleSchool","G-06","A","English","Semester-1","Mother","Yes","Good","Under-7","HighLevel",51,79,85,89
"347","female","Jordan","Jordan","MiddleSchool","G-06","A","English","Semester-1","Mother","No","Good","Under-7","HighLevel",90,84,52,30
"348","male","Kuwait","Kuwait","MiddleSchool","G-08","A","Spanish","Semester-2","Mother","Yes","Good","Under-7","HighLevel",72,83,12,90
"349","female","Jordan","Jordan","MiddleSchool","G-08","A","Geology","Semester-1","Mother","Yes","Good","Under-7","HighLevel",90,79,76,79
"350","female","Jordan","Jordan","PrimarySchool","G-02","B","French","Semester-2","Mother","Yes","Good","Under-7","MiddleLevel",25,89,21,13
"351","male","Lybia","Lybia","PrimarySchool","G-02","A","French","Semester-2","Mother","No","Good","Above-7","LowLevel",15,7,12,7
"352","female","USA","USA","HighSchool","G-12","A","English","Semester-1","Mother","Yes","Good","Under-7","HighLevel",65,75,23,80
"353","male","Jordan","Jordan","MiddleSchool","G-08","A","Geology","Semester-1","Mother","Yes","Good","Under-7","MiddleLevel",77,82,74,79
"354","male","Jordan","Jordan","MiddleSchool","G-08","A","Chemistry","Semester-1","Mother","Yes","Good","Under-7","MiddleLevel",80,82,76,19
"355","male","Jordan","Jordan","PrimarySchool","G-02","A","French","Semester-2","Mother","Yes","Good","Under-7","HighLevel",50,90,83,13
"356","male","Kuwait","Kuwait","PrimarySchool","G-04","A","English","Semester-2","Mother","No","Bad","Above-7","LowLevel",69,34,12,17
"357","female","Jordan","Jordan","PrimarySchool","G-04","B","Science","Semester-2","Mother","No","Bad","Under-7","MiddleLevel",12,44,25,39
"358","male","Kuwait","Kuwait","PrimarySchool","G-02","B","French","Semester-2","Mother","Yes","Good","Under-7","HighLevel",60,52,23,33
"359","female","USA","USA","HighSchool","G-12","A","English","Semester-1","Mother","Yes","Good","Under-7","HighLevel",65,75,23,80
"360","female","Jordan","Jordan","PrimarySchool","G-02","B","French","Semester-1","Mother","No","Good","Under-7","HighLevel",14,97,15,14
"361","male","Jordan","Jordan","PrimarySchool","G-02","B","Arabic","Semester-2","Mother","Yes","Good","Under-7","MiddleLevel",20,77,31,88
"362","male","Palestine","Jordan","MiddleSchool","G-06","A","English","Semester-1","Mother","Yes","Good","Under-7","HighLevel",72,21,22,26
"363","female","Palestine","Jordan","PrimarySchool","G-02","A","French","Semester-1","Mother","No","Good","Under-7","MiddleLevel",70,90,20,21
"364","female","Jordan","Jordan","PrimarySchool","G-02","B","French","Semester-2","Mother","Yes","Good","Under-7","MiddleLevel",25,89,21,13
"365","female","USA","USA","HighSchool","G-12","A","IT","Semester-1","Mother","Yes","Good","Under-7","HighLevel",70,69,35,30
"366","male","Jordan","Jordan","MiddleSchool","G-08","A","Chemistry","Semester-1","Mother","Yes","Good","Above-7","LowLevel",75,72,64,39
"367","female","Jordan","Jordan","MiddleSchool","G-07","B","Biology","Semester-2","Mother","No","Good","Under-7","HighLevel",59,90,19,43
"368","female","Kuwait","Kuwait","PrimarySchool","G-04","A","History","Semester-2","Mother","No","Good","Under-7","HighLevel",80,87,72,60
"369","female","Jordan","Jordan","PrimarySchool","G-02","A","French","Semester-2","Mother","Yes","Good","Under-7","HighLevel",50,95,23,10
"370","female","Lybia","Lybia","MiddleSchool","G-07","B","Biology","Semester-2","Mother","No","Good","Above-7","LowLevel",9,7,9,3
"371","male","Kuwait","Kuwait","MiddleSchool","G-08","A","Arabic","Semester-2","Mother","Yes","Bad","Under-7","HighLevel",85,75,62,53
"372","male","Jordan","Jordan","PrimarySchool","G-04","B","Science","Semester-1","Mother","Yes","Good","Under-7","HighLevel",65,59,74,83
"373","male","Kuwait","Kuwait","MiddleSchool","G-08","A","Spanish","Semester-2","Mother","Yes","Good","Under-7","HighLevel",72,83,12,90
"374","male","Jordan","Jordan","PrimarySchool","G-02","B","Arabic","Semester-2","Mother","Yes","Good","Under-7","MiddleLevel",20,77,31,88
"375","male","Jordan","Jordan","PrimarySchool","G-02","A","French","Semester-2","Mother","Yes","Good","Under-7","HighLevel",50,90,83,13
"376","male","Jordan","SaudiArabia","PrimarySchool","G-02","B","Arabic","Semester-1","Mother","No","Good","Above-7","LowLevel",4,10,11,7
"377","female","Jordan","Jordan","MiddleSchool","G-07","B","Science","Semester-2","Mother","Yes","Good","Above-7","MiddleLevel",32,80,58,46
"378","female","Jordan","Lebanon","MiddleSchool","G-07","A","Quran","Semester-2","Mother","Yes","Bad","Under-7","HighLevel",100,75,50,70
"379","female","Jordan","Jordan","MiddleSchool","G-08","A","Chemistry","Semester-1","Mother","Yes","Good","Under-7","HighLevel",85,99,42,90
"380","female","Lebanon","Lebanon","PrimarySchool","G-02","B","French","Semester-2","Mother","Yes","Bad","Under-7","HighLevel",80,42,33,13
"381","male","Kuwait","Kuwait","MiddleSchool","G-08","A","Arabic","Semester-2","Mother","Yes","Good","Under-7","MiddleLevel",85,15,22,53
"382","male","Lybia","Lybia","PrimarySchool","G-02","B","French","Semester-2","Mother","No","Good","Above-7","LowLevel",15,4,12,7
"383","female","Jordan","Jordan","PrimarySchool","G-02","A","French","Semester-2","Mother","Yes","Good","Under-7","HighLevel",50,95,23,10
"384","female","Jordan","Lebanon","MiddleSchool","G-07","A","Quran","Semester-2","Mother","Yes","Bad","Under-7","HighLevel",100,75,50,70
"385","female","Jordan","Jordan","MiddleSchool","G-06","A","English","Semester-1","Mother","No","Good","Under-7","HighLevel",95,94,72,80
"386","female","Jordan","Jordan","PrimarySchool","G-02","B","French","Semester-2","Mother","No","Bad","Under-7","HighLevel",70,82,3,73
"387","male","Kuwait","Kuwait","MiddleSchool","G-07","B","Science","Semester-2","Mother","Yes","Good","Above-7","MiddleLevel",32,60,58,66
"388","female","Kuwait","Kuwait","MiddleSchool","G-07","B","Science","Semester-2","Mother","Yes","Good","Above-7","MiddleLevel",72,80,58,66
"389","female","Iraq","Iraq","PrimarySchool","G-02","B","Arabic","Semester-1","Mother","Yes","Good","Under-7","HighLevel",89,92,40,28
"390","male","Jordan","Jordan","MiddleSchool","G-08","A","Geology","Semester-1","Mother","Yes","Good","Under-7","MiddleLevel",77,82,74,79
"391","female","Jordan","Jordan","MiddleSchool","G-08","A","Geology","Semester-1","Mother","Yes","Good","Under-7","HighLevel",80,82,64,58
"392","female","Jordan","Jordan","MiddleSchool","G-08","A","Chemistry","Semester-2","Mother","Yes","Good","Under-7","HighLevel",84,92,29,43
"393","male","Jordan","Jordan","MiddleSchool","G-08","A","Geology","Semester-1","Mother","Yes","Good","Under-7","MiddleLevel",80,81,71,30
"394","female","Lybia","Lybia","MiddleSchool","G-07","B","Biology","Semester-1","Mother","No","Good","Above-7","LowLevel",10,9,2,1
"395","male","Egypt","Egypt","PrimarySchool","G-04","A","English","Semester-2","Mother","No","Good","Above-7","LowLevel",19,74,32,17
"396","male","Egypt","Egypt","PrimarySchool","G-02","B","French","Semester-1","Mother","No","Good","Above-7","LowLevel",5,13,6,6
"397","male","Egypt","Egypt","MiddleSchool","G-07","B","Science","Semester-2","Mother","Yes","Good","Under-7","HighLevel",92,80,88,76
"398","female","Lebanon","Lebanon","PrimarySchool","G-02","B","French","Semester-1","Mother","Yes","Good","Under-7","HighLevel",72,98,52,15
"399","female","Jordan","Jordan","MiddleSchool","G-08","A","Geology","Semester-2","Mother","Yes","Good","Under-7","HighLevel",84,77,79,68
"400","female","Jordan","Jordan","PrimarySchool","G-02","B","French","Semester-2","Mother","No","Bad","Under-7","HighLevel",70,82,3,73
"401","male","Lybia","Lybia","PrimarySchool","G-02","A","French","Semester-2","Mother","No","Good","Above-7","LowLevel",15,7,12,7
